plant_code,group_code,group_name,subgroup_code,subgroup_name,equipment_code,equipment_name,equipment_description,equipment_type,equipment_manufacturer,equipment_model,equipment_serial_number,equipment_voltage_class,equipment_phase_type,equipment_start_date,equipment_latitude,equipment_longitude
N-S-MAIZ,N-S-MAIZ-TF603,Transformador de Potência 230kV Nº 03,N-S-MAIZ-TF603-MC69,Módulo MC69,N-S-MAIZ-TF603-MC69-IZSD402,Chave Seccionadora 69kV,Chave Seccionadora 69kV / Transformador de Potência 230kV Nº 03 / SE Imperatriz,DISCONNECT_SWITCH,HARVEY HUBBEL,MK-40,9160/63/63 (A;B;V),69.000,THREE_PHASE,1981-11-05,NULL,NULL
N-S-MAIZ,N-S-MAIZ-TF603,Transformador de Potência 230kV Nº 03,N-S-MAIZ-TF603-MC69,Módulo MC69,N-S-MAIZ-TF603-MC69-IZSY401,Chave Seccionadora 69kV,Chave Seccionadora 69kV / Transformador de Potência 230kV Nº 03 / SE Imperatriz,DISCONNECT_SWITCH,HARVEY HUBBEL,MK-40,,69.000,THREE_PHASE,1981-11-05,NULL,NULL
N-S-MAIZ,N-S-MAIZ-TF603,Transformador de Potência 230kV Nº 03,N-S-MAIZ-TF603-MC69,Módulo MC69,N-S-MAIZ-TF603-MC69-IZSD401,Chave Seccionadora 69kV,Chave Seccionadora 69kV / Transformador de Potência 230kV Nº 03 / SE Imperatriz,DISCONNECT_SWITCH,HARVEY HUBBEL,MK-40,9160/60/63 (A;B;V),69.000,THREE_PHASE,1981-11-05,NULL,NULL
N-S-MAIZ,N-S-MAIZ-TF603,Transformador de Potência 230kV Nº 03,N-S-MAIZ-TF603-MC69,Módulo MC69,N-S-MAIZ-TF603-MC69-IZDJ401,Disjuntor 69kV,Disjuntor 69kV / Transformador de Potência 230kV Nº 03 / SE Imperatriz,CIRCUIT_BREAKER,SIEMENS,3AP1 FI,9028,69.000,THREE_PHASE,2017-04-01,NULL,NULL
N-S-MAIZ,N-S-MAIZ-TF603,Transformador de Potência 230kV Nº 03,N-S-MAIZ-TF603-MC230,Módulo MC230,N-S-MAIZ-TF603-MC230-IZSY605,Chave Seccionadora 230kV,Chave Seccionadora 230kV / Transformador de Potência 230kV Nº 03 / SE Imperatriz,DISCONNECT_SWITCH,MAGRINI GALILEO,MSA 245/L,139611 (A;B;V),230.000,THREE_PHASE,1981-11-05,NULL,NULL
N-S-MAIZ,N-S-MAIZ-TF603,Transformador de Potência 230kV Nº 03,N-S-MAIZ-TF603-TF230,Módulo TF230,N-S-MAIZ-TF603-TF230-IZTF603,Transformador Nº03 230kV Trifásico,Transformador Nº03 230kV Trifásico / Transformador de Potência 230kV Nº 03 / SE Imperatriz,POWER_TRANSFORMER,ANSALDO COEMSA S. A,COEMSA 1,46589,230.000,THREE_PHASE,1984-01-01,NULL,NULL
N-S-MAIZ,N-S-MAIZ-TF603,Transformador de Potência 230kV Nº 03,N-S-MAIZ-TF603-MC230,Módulo MC230,N-S-MAIZ-TF603-MC230-IZDJ607,Disjuntor 230kV,Disjuntor 230kV / Transformador de Potência 230kV Nº 03 / SE Imperatriz,CIRCUIT_BREAKER,MAGRINI GALILEO,245 MHMe 2V,141204,230.000,THREE_PHASE,1981-11-05,NULL,NULL
N-S-MAIZ,N-S-MAIZ-TF603,Transformador de Potência 230kV Nº 03,N-S-MAIZ-TF603-MC230,Módulo MC230,N-S-MAIZ-TF603-MC230-IZSD612,Chave Seccionadora 230kV,Chave Seccionadora 230kV / Transformador de Potência 230kV Nº 03 / SE Imperatriz,DISCONNECT_SWITCH,MAGRINI GALILEO,MSA 245/L,139614 (A;B;V),230.000,THREE_PHASE,1981-11-05,NULL,NULL
N-S-MAIZ,N-S-MAIZ-TF603,Transformador de Potência 230kV Nº 03,N-S-MAIZ-TF603-MC230,Módulo MC230,N-S-MAIZ-TF603-MC230-IZSB614,Chave Seccionadora 230kV,Chave Seccionadora 230kV / Transformador de Potência 230kV Nº 03 / SE Imperatriz,DISCONNECT_SWITCH,MAGRINI GALILEO,MSA 245/L,139624 (A;B;V),230.000,THREE_PHASE,1981-11-05,NULL,NULL
N-S-MAIZ,N-S-MAIZ-TF603,Transformador de Potência 230kV Nº 03,N-S-MAIZ-TF603-MC230,Módulo MC230,N-S-MAIZ-TF603-MC230-IZSD611,Chave Seccionadora 230kV,Chave Seccionadora 230kV / Transformador de Potência 230kV Nº 03 / SE Imperatriz,DISCONNECT_SWITCH,MAGRINI GALILEO,MSA 245/L,139618 (A;B;V),230.000,THREE_PHASE,1981-11-05,NULL,NULL
N-S-MAIZ,N-S-MAIZ-TF603,Transformador de Potência 230kV Nº 03,N-S-MAIZ-TF603-MC230,Módulo MC230,N-S-MAIZ-TF603-MC230-IZSB613,Chave Seccionadora 230kV,Chave Seccionadora 230kV / Transformador de Potência 230kV Nº 03 / SE Imperatriz,DISCONNECT_SWITCH,MAGRINI GALILEO,MSA 245/L,139616 (A;B;V),230.000,THREE_PHASE,1981-11-05,NULL,NULL
N-S-PAAT,N-S-PAAT-TF601,Transformador 230kV Nº 01,N-S-PAAT-TF601-TF230,Módulo TF230,N-S-PAAT-TF601-TF230-ATDJ221,Disjuntor 230kV,Disjuntor 230kV / Transformador 230kV Nº 01 / SE Altamira,CIRCUIT_BREAKER,,,,230.000,THREE_PHASE,1998-06-01,NULL,NULL
N-S-PAAT,N-S-PAAT-TF601,Transformador 230kV Nº 01,N-S-PAAT-TF601-TF230,Módulo TF230,N-S-PAAT-TF601-TF230-ATTF601,Transformador Nº01 230kV Trifásico,Transformador Nº01 230kV Trifásico / Transformador 230kV Nº 01 / SE Altamira,POWER_TRANSFORMER,ANSALDO COEMSA S. A,Transformador 230/69/13,8,111.203/U,230.000,THREE_PHASE,1999-01-01,NULL,NULL
N-S-PAAT,N-S-PAAT-TF601,Transformador 230kV Nº 01,N-S-PAAT-TF601-MC69,Módulo MC69,N-S-PAAT-TF601-MC69-ATDJ401,Disjuntor 69kV,Disjuntor 69kV / Transformador 230kV Nº 01 / SE Altamira,CIRCUIT_BREAKER,ABB,EDFSK1-1 | 2GDBE7700133.001/03,69.000,THREE_PHASE,2016-03-06,NULL,NULL
N-S-PAAT,N-S-PAAT-TF601,Transformador 230kV Nº 01,N-S-PAAT-TF601-MC230,Módulo MC230,N-S-PAAT-TF601-MC230-ATDJ607,Disjuntor 230kV,Disjuntor 230kV / Transformador 230kV Nº 01 / SE Altamira,CIRCUIT_BREAKER,LORENZETTI,FA2-245-40 | 1007.T2.029,230.000,THREE_PHASE,1998-06-01,NULL,NULL
N-S-PAAT,N-S-PAAT-TF603,Transformador 230kV Nº 03,N-S-PAAT-TF603-TF230,Módulo TF230,N-S-PAAT-TF603-TF230-ATTF603,Transformador Nº03 230kV Trifásico,Transformador Nº03 230kV Trifásico / Transformador 230kV Nº 03 / SE Altamira,POWER_TRANSFORMER,WEG,13252002,1028597508,230.000,THREE_PHASE,2016-12-18,NULL,NULL
N-S-PAAT,N-S-PAAT-TF603,Transformador 230kV Nº 03,N-S-PAAT-TF603-MC69,Módulo MC69,N-S-PAAT-TF603-MC69-ATDJ406,Disjuntor 69kV,Disjuntor 69kV / Transformador 230kV Nº 03 / SE Altamira,CIRCUIT_BREAKER,,,,69.000,THREE_PHASE,1998-06-01,NULL,NULL
N-S-PAAT,N-S-PAAT-TF603,Transformador 230kV Nº 03,N-S-PAAT-TF603-MC230,Módulo MC230,N-S-PAAT-TF603-MC230-ATDJ611,Disjuntor 230kV,Disjuntor 230kV / Transformador 230kV Nº 03 / SE Altamira,CIRCUIT_BREAKER,SIEMENS,3AP1 F1,8637,230.000,THREE_PHASE,2016-12-18,NULL,NULL
N-S-PAAT,N-S-PAAT-TF602,Transformador 230kV Nº 02,N-S-PAAT-TF602-TF230,Módulo TF230,N-S-PAAT-TF602-TF230-ATTF602,Transformador Nº02 230kV Trifásico,Transformador Nº02 230kV Trifásico / Transformador 230kV Nº 02 / SE Altamira,POWER_TRANSFORMER,ANSALDO COEMSA S. A,TOVC - NF,111.249/U,230.000,THREE_PHASE,2009-03-22,NULL,NULL
N-S-PAAT,N-S-PAAT-TF602,Transformador 230kV Nº 02,N-S-PAAT-TF602-TF230,Módulo TF230,N-S-PAAT-TF602-TF230-ATDJ222,Disjuntor 230kV,Disjuntor 230kV / Transformador 230kV Nº 02 / SE Altamira,CIRCUIT_BREAKER,,,,230.000,THREE_PHASE,1998-06-01,NULL,NULL
N-S-PAAT,N-S-PAAT-TF602,Transformador 230kV Nº 02,N-S-PAAT-TF602-MC69,Módulo MC69,N-S-PAAT-TF602-MC69-ATDJ404,Disjuntor 69kV,Disjuntor 69kV / Transformador 230kV Nº 02 / SE Altamira,CIRCUIT_BREAKER,,,,69.000,THREE_PHASE,1998-06-01,NULL,NULL
N-S-PAAT,N-S-PAAT-TF602,Transformador 230kV Nº 02,N-S-PAAT-TF602-MC230,Módulo MC230,N-S-PAAT-TF602-MC230-ATDJ608,Disjuntor 230kV,Disjuntor 230kV / Transformador 230kV Nº 02 / SE Altamira,CIRCUIT_BREAKER,SIEMENS,3AP1 F1,7204,230.000,THREE_PHASE,2016-06-19,NULL,NULL
N-S-MABS,N-S-MABS-TF601,Bay Transformador Força 230kV Nº 01,N-S-MABS-TF601-TF230,Módulo TF230,N-S-MABS-TF601-TF230-BSTF601,Transformador Nº01 230kV Trifásico,Transformador Nº01 230kV Trifásico / Bay Transformador Força 230kV Nº 01 / SE Balsas,POWER_TRANSFORMER,ABB - Asea Brown Boveri,ABB/TT-44/100MVA,1ZBR60914,230.000,THREE_PHASE,2011-12-04,NULL,NULL
N-S-MABS,N-S-MABS-TF601,Bay Transformador Força 230kV Nº 01,N-S-MABS-TF601-TF230,Módulo TF230,N-S-MABS-TF601-TF230-BSDJ201,Disjuntor 230kV,Disjuntor 230kV / Bay Transformador Força 230kV Nº 01 / SE Balsas,CIRCUIT_BREAKER,SIEMENS,QT SIEM,0095-01,230.000,THREE_PHASE,2011-12-04,NULL,NULL
N-S-MABS,N-S-MABS-TF601,Bay Transformador Força 230kV Nº 01,N-S-MABS-TF601-MC69,Módulo MC69,N-S-MABS-TF601-MC69-BSSY401,Chave Seccionadora 69kV,Chave Seccionadora 69kV / Bay Transformador Força 230kV Nº 01 / SE Balsas,DISCONNECT_SWITCH,AREVA,SPV,09.22059/6/1,69.000,THREE_PHASE,2011-12-04,NULL,NULL
N-S-MABS,N-S-MABS-TF601,Bay Transformador Força 230kV Nº 01,N-S-MABS-TF601-MC69,Módulo MC69,N-S-MABS-TF601-MC69-BSSD401,Chave Seccionadora 69kV,Chave Seccionadora 69kV / Bay Transformador Força 230kV Nº 01 / SE Balsas,DISCONNECT_SWITCH,AREVA,S3CV,09.22059/10/1,69.000,THREE_PHASE,2011-12-04,NULL,NULL
N-S-MABS,N-S-MABS-TF601,Bay Transformador Força 230kV Nº 01,N-S-MABS-TF601-MC69,Módulo MC69,N-S-MABS-TF601-MC69-BSSD402,Chave Seccionadora 69kV,Chave Seccionadora 69kV / Bay Transformador Força 230kV Nº 01 / SE Balsas,DISCONNECT_SWITCH,AREVA,S3CV,09.22059/10/2,69.000,THREE_PHASE,2011-12-04,NULL,NULL
N-S-MABS,N-S-MABS-TF601,Bay Transformador Força 230kV Nº 01,N-S-MABS-TF601-MC69,Módulo MC69,N-S-MABS-TF601-MC69-BSDJ401,Disjuntor 69kV,Disjuntor 69kV / Bay Transformador Força 230kV Nº 01 / SE Balsas,CIRCUIT_BREAKER,ABB,LTB 145 D13,2GDB530040/04/04,69.000,THREE_PHASE,2014-02-14,NULL,NULL
N-S-MABS,N-S-MABS-TF601,Bay Transformador Força 230kV Nº 01,N-S-MABS-TF601-MC230,Módulo MC230,N-S-MABS-TF601-MC230-BSSY602,Chave Seccionadora 230kV,Chave Seccionadora 230kV / Bay Transformador Força 230kV Nº 01 / SE Balsas,DISCONNECT_SWITCH,AREVA,SPV,09.22059/3/4,230.000,THREE_PHASE,2011-12-04,NULL,NULL
N-S-MABS,N-S-MABS-TF601,Bay Transformador Força 230kV Nº 01,N-S-MABS-TF601-MC230,Módulo MC230,N-S-MABS-TF601-MC230-BSSD602,Chave Seccionadora 230kV,Chave Seccionadora 230kV / Bay Transformador Força 230kV Nº 01 / SE Balsas,DISCONNECT_SWITCH,AREVA,S3C,09.22059/8/3,230.000,THREE_PHASE,2011-12-04,NULL,NULL
N-S-MABS,N-S-MABS-TF601,Bay Transformador Força 230kV Nº 01,N-S-MABS-TF601-MC230,Módulo MC230,N-S-MABS-TF601-MC230-BSSB604,Chave Seccionadora 230kV,Chave Seccionadora 230kV / Bay Transformador Força 230kV Nº 01 / SE Balsas,DISCONNECT_SWITCH,AREVA,SPV,09.22059/3/3,230.000,THREE_PHASE,2011-12-04,NULL,NULL
N-S-MABS,N-S-MABS-TF601,Bay Transformador Força 230kV Nº 01,N-S-MABS-TF601-MC230,Módulo MC230,N-S-MABS-TF601-MC230-BSDJ602,Disjuntor 230kV,Disjuntor 230kV / Bay Transformador Força 230kV Nº 01 / SE Balsas,CIRCUIT_BREAKER,ABB,LTB 245 E11,2GDB530040/03/06,230.000,THREE_PHASE,2013-11-29,NULL,NULL
N-S-MABS,N-S-MABS-TF601,Bay Transformador Força 230kV Nº 01,N-S-MABS-TF601-MC230,Módulo MC230,N-S-MABS-TF601-MC230-BSSB603,Chave Seccionadora 230kV,Chave Seccionadora 230kV / Bay Transformador Força 230kV Nº 01 / SE Balsas,DISCONNECT_SWITCH,AREVA,S3C,09.22059/8/2,230.000,THREE_PHASE,2011-12-04,NULL,NULL
N-S-MABS,N-S-MABS-TF602,Bay Transformador Força 230kV Nº 02,N-S-MABS-TF602-MC69,Módulo MC69,N-S-MABS-TF602-MC69-BSSD413,Chave Seccionadora 69kV,Chave Seccionadora 69kV / Bay Transformador Força 230kV Nº 02 / SE Balsas,DISCONNECT_SWITCH,TOSHIBA DO BRASIL S.A.,SAV,BHS-18885,69.000,THREE_PHASE,2016-06-23,NULL,NULL
N-S-MABS,N-S-MABS-TF602,Bay Transformador Força 230kV Nº 02,N-S-MABS-TF602-MC69,Módulo MC69,N-S-MABS-TF602-MC69-BSDJ406,Disjuntor 69kV,Disjuntor 69kV / Bay Transformador Força 230kV Nº 02 / SE Balsas,CIRCUIT_BREAKER,ABB,EDFSK1-1,2GDBE1551028.004/02,69.000,THREE_PHASE,2016-06-23,NULL,NULL
N-S-MABS,N-S-MABS-TF602,Bay Transformador Força 230kV Nº 02,N-S-MABS-TF602-MC230,Módulo MC230,N-S-MABS-TF602-MC230-BSSY603,Chave Seccionadora 230kV,Chave Seccionadora 230kV / Bay Transformador Força 230kV Nº 02 / SE Balsas,DISCONNECT_SWITCH,TOSHIBA DO BRASIL S.A.,SSP-VPI,BHS-18884,230.000,THREE_PHASE,2014-02-14,NULL,NULL
N-S-MABS,N-S-MABS-TF602,Bay Transformador Força 230kV Nº 02,N-S-MABS-TF602-MC230,Módulo MC230,N-S-MABS-TF602-MC230-BSSD605,Chave Seccionadora 230kV,Chave Seccionadora 230kV / Bay Transformador Força 230kV Nº 02 / SE Balsas,DISCONNECT_SWITCH,TOSHIBA DO BRASIL S.A.,SDA,BHS-18882,230.000,THREE_PHASE,2014-02-14,NULL,NULL
N-S-MABS,N-S-MABS-TF602,Bay Transformador Força 230kV Nº 02,N-S-MABS-TF602-MC230,Módulo MC230,N-S-MABS-TF602-MC230-BSSB605,Chave Seccionadora 230kV,Chave Seccionadora 230kV / Bay Transformador Força 230kV Nº 02 / SE Balsas,DISCONNECT_SWITCH,TOSHIBA DO BRASIL S.A.,SDA,BHS-18881,230.000,THREE_PHASE,2016-06-23,NULL,NULL
N-S-MABS,N-S-MABS-TF602,Bay Transformador Força 230kV Nº 02,N-S-MABS-TF602-MC230,Módulo MC230,N-S-MABS-TF602-MC230-BSSB606,Chave Seccionadora 230kV,Chave Seccionadora 230kV / Bay Transformador Força 230kV Nº 02 / SE Balsas,DISCONNECT_SWITCH,TOSHIBA DO BRASIL S.A.,SSP-VPI,BHS-18883,230.000,THREE_PHASE,2016-06-23,NULL,NULL
N-S-MABS,N-S-MABS-TF602,Bay Transformador Força 230kV Nº 02,N-S-MABS-TF602-MC230,Módulo MC230,N-S-MABS-TF602-MC230-BSDJ603,Disjuntor 230kV,Disjuntor 230kV / Bay Transformador Força 230kV Nº 02 / SE Balsas,CIRCUIT_BREAKER,ABB,LTB245E11,2GDBE1551028.003/01,230.000,THREE_PHASE,2016-06-23,NULL,NULL
N-S-MABS,N-S-MABS-TF602,Bay Transformador Força 230kV Nº 02,N-S-MABS-TF602-MC69,Módulo MC69,N-S-MABS-TF602-MC69-BSSD414,Chave Seccionadora 69kV,Chave Seccionadora 69kV / Bay Transformador Força 230kV Nº 02 / SE Balsas,DISCONNECT_SWITCH,TOSHIBA DO BRASIL S.A.,SAV,BHS-18886,69.000,THREE_PHASE,2016-06-23,NULL,NULL
N-S-MABS,N-S-MABS-TF602,Bay Transformador Força 230kV Nº 02,N-S-MABS-TF602-TF230,Módulo TF230,N-S-MABS-TF602-TF230-BSTF602,Transformador Nº02 230kV Trifásico,Transformador Nº02 230kV Trifásico / Bay Transformador Força 230kV Nº 02 / SE Balsas,POWER_TRANSFORMER,ABB - Asea Brown Boveri,NULL,NULL,230.000,THREE_PHASE,NULL,NULL,NULL
N-S-MABS,N-S-MABS-TF602,Bay Transformador Força 230kV Nº 02,N-S-MABS-TF602-TF230,Módulo TF230,N-S-MABS-TF602-TF230-BSDJ202,Disjuntor 230kV,Disjuntor 230kV / Bay Transformador Força 230kV Nº 02 / SE Balsas,CIRCUIT_BREAKER,SIEMENS,QTSIEM,0096-01,230.000,THREE_PHASE,2016-06-23,NULL,NULL
N-S-MABS,N-S-MABS-TF602,Bay Transformador Força 230kV Nº 02,N-S-MABS-TF602-MC69,Módulo MC69,N-S-MABS-TF602-MC69-BSSY406,Chave Seccionadora 69kV,Chave Seccionadora 69kV / Bay Transformador Força 230kV Nº 02 / SE Balsas,DISCONNECT_SWITCH,TOSHIBA DO BRASIL S.A.,SAV-R,BHS-18887,69.000,THREE_PHASE,2016-06-23,NULL,NULL
N-S-MARG,N-S-MARG-AT701,Bay 500kV - Autotransformador Nº 01,N-S-MARG-AT701-MC500,Módulo MC500,N-S-MARG-AT701-MC500-15T1,Disjuntor 500kV,Disjuntor 500kV / Bay 500kV - Autotransformador Nº 01 / SE Ribeiro Gonçalves,CIRCUIT_BREAKER,ABB,HPL 550 B2,2GDB530040/01/01,500.000,THREE_PHASE,2011-12-04,NULL,NULL
N-S-MARG,N-S-MARG-AT701,Bay 500kV - Autotransformador Nº 01,N-S-MARG-AT701-AT500,Módulo AT500,N-S-MARG-AT701-AT500-05T1,Autotransformador Nº01 500kV,Autotransformador Nº01 500kV / Bay 500kV - Autotransformador Nº 01 / SE Ribeiro Gonçalves,POWER_TRANSFORMER,NULL,NULL,0,500.000,NULL,2014-02-14,NULL,NULL
N-S-MARG,N-S-MARG-AT701,Bay 500kV - Autotransformador Nº 01,N-S-MARG-AT701-MC230,Módulo MC230,N-S-MARG-AT701-MC230-RGDJ603,Disjuntor 230kV,Disjuntor 230kV / Bay 500kV - Autotransformador Nº 01 / SE Ribeiro Gonçalves,CIRCUIT_BREAKER,ABB,LTB 245 E11,2GDB530040/03/02,230.000,THREE_PHASE,2012-06-03,NULL,NULL
N-S-MARG,N-S-MARG-AT702,Bay 500kV - Autotransformador Nº 02,N-S-MARG-AT702-MC500,Módulo MC500,N-S-MARG-AT702-MC500-15T2,Disjuntor 500kV,Disjuntor 500kV / Bay 500kV - Autotransformador Nº 02 / SE Ribeiro Gonçalves,CIRCUIT_BREAKER,SIEMENS,3AP2 FI,7949,500.000,THREE_PHASE,2016-07-13,NULL,NULL
N-S-MARG,N-S-MARG-AT702,Bay 500kV - Autotransformador Nº 02,N-S-MARG-AT702-AT500,Módulo AT500,N-S-MARG-AT702-AT500-05T2,Autotransformador Nº02 500kV,Autotransformador Nº02 500kV / Bay 500kV - Autotransformador Nº 02 / SE Ribeiro Gonçalves,POWER_TRANSFORMER,NULL,NULL,0,500.000,NULL,2014-02-14,NULL,NULL
N-S-MARG,N-S-MARG-AT702,Bay 500kV - Autotransformador Nº 02,N-S-MARG-AT702-MC230,Módulo MC230,N-S-MARG-AT702-MC230-RGDJ607,Disjuntor 230kV,Disjuntor 230kV / Bay 500kV - Autotransformador Nº 02 / SE Ribeiro Gonçalves,CIRCUIT_BREAKER,SIEMENS,3AP1 FI,7951,230.000,THREE_PHASE,2016-07-13,NULL,NULL
N-S-MARG,N-S-MARG-TF601,Bay Transformador Força 230kV Nº 01,N-S-MARG-TF601-TF230,Módulo TF230,N-S-MARG-TF601-TF230-RGDJ201,Disjuntor 230kV,Disjuntor 230kV / Bay Transformador Força 230kV Nº 01 / SE Ribeiro Gonçalves,CIRCUIT_BREAKER,,,,230.000,THREE_PHASE,2014-02-14,NULL,NULL
N-S-MARG,N-S-MARG-TF601,Bay Transformador Força 230kV Nº 01,N-S-MARG-TF601-MC69,Módulo MC69,N-S-MARG-TF601-MC69-RGDJ401,Disjuntor 69kV,Disjuntor 69kV / Bay Transformador Força 230kV Nº 01 / SE Ribeiro Gonçalves,CIRCUIT_BREAKER,,,,69.000,THREE_PHASE,2014-02-14,NULL,NULL
N-S-MARG,N-S-MARG-TF601,Bay Transformador Força 230kV Nº 01,N-S-MARG-TF601-MC230,Módulo MC230,N-S-MARG-TF601-MC230-RGDJ202,Disjuntor 230kV,Disjuntor 230kV / Bay Transformador Força 230kV Nº 01 / SE Ribeiro Gonçalves,CIRCUIT_BREAKER,,,,230.000,THREE_PHASE,2014-02-14,NULL,NULL
N-S-MARG,N-S-MARG-TF601,Bay Transformador Força 230kV Nº 01,N-S-MARG-TF601-MC230,Módulo MC230,N-S-MARG-TF601-MC230-RGDJ602,Disjuntor 230kV,Disjuntor 230kV / Bay Transformador Força 230kV Nº 01 / SE Ribeiro Gonçalves,CIRCUIT_BREAKER,ABB,LTB 245 E11,2GDB530040/03/04,230.000,THREE_PHASE,2011-12-04,NULL,NULL
N-S-MARG,N-S-MARG-TF601,Bay Transformador Força 230kV Nº 01,N-S-MARG-TF601-TF230,Módulo TF230,N-S-MARG-TF601-TF230-RGTF601,Transformador Nº01 230kV Trifásico,Transformador Nº01 230kV Trifásico / Bay Transformador Força 230kV Nº 01 / SE Ribeiro Gonçalves,POWER_TRANSFORMER,ABB - Asea Brown Boveri,ABB/TT-44/50MVA,1ZBR60613,230.000,THREE_PHASE,2011-12-04,NULL,NULL
N-S-MARG,N-S-MARG-TF602,Bay Transformador Força 230kV Nº 02,N-S-MARG-TF602-MC230,Módulo MC230,N-S-MARG-TF602-MC230-RGDJ604,Disjuntor 230kV,Disjuntor 230kV / Bay Transformador Força 230kV Nº 02 / SE Ribeiro Gonçalves,CIRCUIT_BREAKER,SIEMENS,3AP1 FI,208120CB01,230.000,THREE_PHASE,2021-12-22,NULL,NULL
N-S-MARG,N-S-MARG-TF602,Bay Transformador Força 230kV Nº 02,N-S-MARG-TF602-MC69,Módulo MC69,N-S-MARG-TF602-MC69-RGDJ403,Disjuntor 69kV,Disjuntor 69kV / Bay Transformador Força 230kV Nº 02 / SE Ribeiro Gonçalves,CIRCUIT_BREAKER,,,,69.000,THREE_PHASE,2021-12-22,NULL,NULL
N-S-MARG,N-S-MARG-TF602,Bay Transformador Força 230kV Nº 02,N-S-MARG-TF602-TF230,Módulo TF230,N-S-MARG-TF602-TF230-RGTF602,Transformador Nº02 230kV Trifásico,Transformador Nº02 230kV Trifásico / Bay Transformador Força 230kV Nº 02 / SE Ribeiro Gonçalves,POWER_TRANSFORMER,ABB - Asea Brown Boveri,NULL,0,230.000,THREE_PHASE,2021-12-22,NULL,NULL
N-S-PAGM,N-S-PAGM-TF601,Bay Transformador Potência 230kV Nº 01,N-S-PAGM-TF601-MC230,Módulo MC230,N-S-PAGM-TF601-MC230-GMDJ602,Disjuntor 230kV,Disjuntor 230kV / Bay Transformador Potência 230kV Nº 01 / SE Guamá,CIRCUIT_BREAKER,MERLIN GERIN,FA2-245-40,2387,230.000,THREE_PHASE,1981-12-01,NULL,NULL
N-S-PAGM,N-S-PAGM-TF601,Bay Transformador Potência 230kV Nº 01,N-S-PAGM-TF601-TF230,Módulo TF230,N-S-PAGM-TF601-TF230-GMTF601,Transformador Nº01 230kV,Transformador Nº01 230kV / Bay Transformador Potência 230kV Nº 01 / SE Guamá,POWER_TRANSFORMER,NULL,NULL,,230.000,NULL,1981-12-01,NULL,NULL
N-S-PAGM,N-S-PAGM-TF601,Bay Transformador Potência 230kV Nº 01,N-S-PAGM-TF601-TF230,Módulo TF230,N-S-PAGM-TF601-TF230-GMRL201,Reator Nº01 230kV Trifásico,Reator Nº01 230kV Trifásico / Bay Transformador Potência 230kV Nº 01 / SE Guamá,SHUNT_REACTOR,NULL,NULL,,230.000,THREE_PHASE,1981-12-01,NULL,NULL
N-S-PAGM,N-S-PAGM-TF602,Bay Transformador Potência 230kV Nº 02,N-S-PAGM-TF602-TF230,Módulo TF230,N-S-PAGM-TF602-TF230-GMTF602,Transformador Nº02 230kV,Transformador Nº02 230kV / Bay Transformador Potência 230kV Nº 02 / SE Guamá,POWER_TRANSFORMER,NULL,NULL,NULL,230.000,NULL,NULL,NULL,NULL
N-S-PAGM,N-S-PAGM-TF602,Bay Transformador Potência 230kV Nº 02,N-S-PAGM-TF602-TF230,Módulo TF230,N-S-PAGM-TF602-TF230-GMTF602,Transformador Nº02 230kV,Transformador Nº02 230kV / Bay Transformador Potência 230kV Nº 02 / SE Guamá,POWER_TRANSFORMER,NULL,NULL,NULL,230.000,NULL,NULL,NULL,NULL
N-S-PAGM,N-S-PAGM-TF602,Bay Transformador Potência 230kV Nº 02,N-S-PAGM-TF602-TF230,Módulo TF230,N-S-PAGM-TF602-TF230-GMTF602,Transformador Nº02 230kV,Transformador Nº02 230kV / Bay Transformador Potência 230kV Nº 02 / SE Guamá,POWER_TRANSFORMER,NULL,NULL,NULL,230.000,NULL,NULL,NULL,NULL
N-S-PAGM,N-S-PAGM-TF602,Bay Transformador Potência 230kV Nº 02,N-S-PAGM-TF602-MC230,Módulo MC230,N-S-PAGM-TF602-MC230-GMDJ604,Disjuntor 230kV,Disjuntor 230kV / Bay Transformador Potência 230kV Nº 02 / SE Guamá,CIRCUIT_BREAKER,,,,230.000,THREE_PHASE,2024-07-10,NULL,NULL
N-S-PAGM,N-S-PAGM-TF602,Bay Transformador Potência 230kV Nº 02,N-S-PAGM-TF602-MC69,Módulo MC69,N-S-PAGM-TF602-MC69-GMDJ402,Disjuntor 69kV,Disjuntor 69kV / Bay Transformador Potência 230kV Nº 02 / SE Guamá,CIRCUIT_BREAKER,,,,69.000,THREE_PHASE,2024-07-10,NULL,NULL
N-S-PAGM,N-S-PAGM-TF603,Bay Transformador Potência 230kV Nº 03,N-S-PAGM-TF603-TF230,Módulo TF230,N-S-PAGM-TF603-TF230-GMRL201,Reator Nº03 230kV Trifásico,Reator Nº03 230kV Trifásico / Bay Transformador Potência 230kV Nº 03 / SE Guamá,SHUNT_REACTOR,NULL,NULL,,230.000,THREE_PHASE,2010-09-21,NULL,NULL
N-S-PAGM,N-S-PAGM-TF603,Bay Transformador Potência 230kV Nº 03,N-S-PAGM-TF603-MC230,Módulo MC230,N-S-PAGM-TF603-MC230-GMDJ606,Disjuntor 230kV,Disjuntor 230kV / Bay Transformador Potência 230kV Nº 03 / SE Guamá,CIRCUIT_BREAKER,ABB,LTD 245 E11,2GDB848218/01/01,230.000,THREE_PHASE,2010-09-21,NULL,NULL
