plant_code,group_code,group_name,subgroup_code,subgroup_name,equipment_code,equipment_name,equipment_description,equipment_type,equipment_manufacturer,equipment_model,equipment_serial_number,equipment_voltage_class,equipment_phase_type,equipment_start_date,equipment_latitude,equipment_longitude
N-S-PAGM,N-S-PAGM-TF603,Bay Transformador Potência 230kV Nº 03,N-S-PAGM-TF603-TF230,Módulo TF230,N-S-PAGM-TF603-TF230-GMTF603,Transformador Nº03 230kV,Transformador Nº03 230kV / Bay Transformador Potência 230kV Nº 03 / SE Guamá,POWER_TRANSFORMER,NULL,NULL,,230.000,NULL,2010-09-21,NULL,NULL
N-S-MAPD,N-S-MAPD-ATR701,Bay Autotransformador 500kV Nº01 Reserva,N-S-MAPD-ATR701-ATR500,Módulo ATR500,N-S-MAPD-ATR701-ATR500-PDATR701,Transformador Nº01 500kV,Transformador Nº01 500kV / Bay Autotransformador 500kV Nº01 Reserva / SE Presidente Dutra,POWER_TRANSFORMER,BBC - BROWN BOVERI,AE3RA,12115,500.000,NULL,1981-08-30,NULL,NULL
N-S-MAPD,N-S-MAPD-TF606,Bay Transf. de Potência 230kV Nº 06,N-S-MAPD-TF606-TF230,Módulo TF230,N-S-MAPD-TF606-TF230-PDTF606,Transformador Nº06 230kV Trifásico,Transformador Nº06 230kV Trifásico / Bay Transf. de Potência 230kV Nº 06 / SE Presidente Dutra,POWER_TRANSFORMER,WEG,NULL,0,230.000,THREE_PHASE,2021-12-27,NULL,NULL
N-S-MAPD,N-S-MAPD-TF606,Bay Transf. de Potência 230kV Nº 06,N-S-MAPD-TF606-MC230,Módulo MC230,N-S-MAPD-TF606-MC230-PDDJ608,Disjuntor 230kV,Disjuntor 230kV / Bay Transf. de Potência 230kV Nº 06 / SE Presidente Dutra,CIRCUIT_BREAKER,SIEMENS,3AP1 F1 (FA2-MOLA),144220CB01,230.000,THREE_PHASE,2021-12-27,NULL,NULL
N-S-MAPD,N-S-MAPD-TF606,Bay Transf. de Potência 230kV Nº 06,N-S-MAPD-TF606-MC69,Módulo MC69,N-S-MAPD-TF606-MC69-PDDJ408,Disjuntor 69kV,Disjuntor 69kV / Bay Transf. de Potência 230kV Nº 06 / SE Presidente Dutra,CIRCUIT_BREAKER,SIEMENS,3AP1 FG3 (FA2-MOLA),144220CB02,69.000,THREE_PHASE,2022-02-01,NULL,NULL
N-S-MAPD,N-S-MAPD-TF605,Bay Transf. de Potência 230kV Nº 05,N-S-MAPD-TF605-MC230,Módulo MC230,N-S-MAPD-TF605-MC230-PDDJ607,Disjuntor 230kV,Disjuntor 230kV / Bay Transf. de Potência 230kV Nº 05 / SE Presidente Dutra,CIRCUIT_BREAKER,ABB,LTB 245 E11,2GDB530107/01/01,230.000,THREE_PHASE,2014-02-14,NULL,NULL
N-S-MAPD,N-S-MAPD-TF605,Bay Transf. de Potência 230kV Nº 05,N-S-MAPD-TF605-TF230,Módulo TF230,N-S-MAPD-TF605-TF230-PDTF605,Transformador Nº05 230kV Trifásico,Transformador Nº05 230kV Trifásico / Bay Transf. de Potência 230kV Nº 05 / SE Presidente Dutra,POWER_TRANSFORMER,WEG,WEG-11726036,1012980441,230.000,THREE_PHASE,2012-09-02,NULL,NULL
N-S-MAPD,N-S-MAPD-TF605,Bay Transf. de Potência 230kV Nº 05,N-S-MAPD-TF605-MC69,Módulo MC69,N-S-MAPD-TF605-MC69-PDDJ405,Disjuntor 69kV,Disjuntor 69kV / Bay Transf. de Potência 230kV Nº 05 / SE Presidente Dutra,CIRCUIT_BREAKER,ABB,EDFSK1-1,2GDB540517/01/01,69.000,THREE_PHASE,2014-02-14,NULL,NULL
N-S-MAPD,N-S-MAPD-TF601,Bay Transf. de Potência 230kV Nº 01,N-S-MAPD-TF601-MC69,Módulo MC69,N-S-MAPD-TF601-MC69-PDDJ401,Disjuntor 69kV,Disjuntor 69kV / Bay Transf. de Potência 230kV Nº 01 / SE Presidente Dutra,CIRCUIT_BREAKER,,,,69.000,THREE_PHASE,2014-02-14,NULL,NULL
N-S-MAPD,N-S-MAPD-TF601,Bay Transf. de Potência 230kV Nº 01,N-S-MAPD-TF601-MC230,Módulo MC230,N-S-MAPD-TF601-MC230-PDDJ603,Disjuntor 230kV,Disjuntor 230kV / Bay Transf. de Potência 230kV Nº 01 / SE Presidente Dutra,CIRCUIT_BREAKER,MAGRINI GALILEO,245MHME-2V,139314,230.000,THREE_PHASE,1998-05-12,NULL,NULL
N-S-MAPD,N-S-MAPD-TF601,Bay Transf. de Potência 230kV Nº 01,N-S-MAPD-TF601-TF230,Módulo TF230,N-S-MAPD-TF601-TF230-PDTF601,Transformador Nº01 230kV Trifásico,Transformador Nº01 230kV Trifásico / Bay Transf. de Potência 230kV Nº 01 / SE Presidente Dutra,POWER_TRANSFORMER,General Eletric,SEM NOME,5100357,230.000,THREE_PHASE,1999-04-30,NULL,NULL
N-S-MAPD,N-S-MAPD-AT701,Bay Autotransformador 500kV Nº01,N-S-MAPD-AT701-MC500,Módulo MC500,N-S-MAPD-AT701-MC500-PDDJ213,Disjuntor 500kV,Disjuntor 500kV / Bay Autotransformador 500kV Nº01 / SE Presidente Dutra,CIRCUIT_BREAKER,,,,500.000,THREE_PHASE,2014-02-14,NULL,NULL
N-S-MAPD,N-S-MAPD-AT701,Bay Autotransformador 500kV Nº01,N-S-MAPD-AT701-MC500,Módulo MC500,N-S-MAPD-AT701-MC500-PDDJ703,Disjuntor 500kV,Disjuntor 500kV / Bay Autotransformador 500kV Nº01 / SE Presidente Dutra,CIRCUIT_BREAKER,ABB,HPL550B2,2GDBE1951053002/01,500.000,THREE_PHASE,2020-11-12,NULL,NULL
N-S-MAPD,N-S-MAPD-AT701,Bay Autotransformador 500kV Nº01,N-S-MAPD-AT701-AT500,Módulo AT500,N-S-MAPD-AT701-AT500-PDAT701,Autotransformador Nº01 500kV,Autotransformador Nº01 500kV / Bay Autotransformador 500kV Nº01 / SE Presidente Dutra,POWER_TRANSFORMER,NULL,NULL,0,500.000,NULL,2014-02-14,NULL,NULL
N-S-MAPD,N-S-MAPD-AT701,Bay Autotransformador 500kV Nº01,N-S-MAPD-AT701-MC230,Módulo MC230,N-S-MAPD-AT701-MC230-DJ602-PDDJ602,Disjuntor 230kV,Disjuntor 230kV / Bay Autotransformador 500kV Nº01 / SE Presidente Dutra,CIRCUIT_BREAKER,MAGRINI GALILEO,245MHME-2V,141199,230.000,THREE_PHASE,1998-05-12,NULL,NULL
N-S-MAPD,N-S-MAPD-AT701,Bay Autotransformador 500kV Nº01,N-S-MAPD-AT701-MC230,Módulo MC230,N-S-MAPD-AT701-MC230-DJ601-PDDJ601,Disjuntor 230kV,Disjuntor 230kV / Bay Autotransformador 500kV Nº01 / SE Presidente Dutra,CIRCUIT_BREAKER,MAGRINI GALILEO,245MHME-2V,140626,230.000,THREE_PHASE,1998-05-12,NULL,NULL
N-S-MAPF,N-S-MAPF-TF601,Bay Transformador Força 230kV Nº 01,N-S-MAPF-TF601-MC69,Módulo MC69,N-S-MAPF-TF601-MC69-PFDJ402,Disjuntor 69kV,Disjuntor 69kV / Bay Transformador Força 230kV Nº 01 / SE Porto Franco,CIRCUIT_BREAKER,,,,69.000,THREE_PHASE,2014-02-14,NULL,NULL
N-S-MAPF,N-S-MAPF-TF601,Bay Transformador Força 230kV Nº 01,N-S-MAPF-TF601-MC230,Módulo MC230,N-S-MAPF-TF601-MC230-PFDJ602,Disjuntor 230kV,Disjuntor 230kV / Bay Transformador Força 230kV Nº 01 / SE Porto Franco,CIRCUIT_BREAKER,LORENZETTI,FA2-245-40,1009.T2.016,230.000,THREE_PHASE,1994-10-01,NULL,NULL
N-S-MAPF,N-S-MAPF-TF601,Bay Transformador Força 230kV Nº 01,N-S-MAPF-TF601-TF230,Módulo TF230,N-S-MAPF-TF601-TF230-PFTF601,Transformador Nº01 230kV Trifásico,Transformador Nº01 230kV Trifásico / Bay Transformador Força 230kV Nº 01 / SE Porto Franco,POWER_TRANSFORMER,ABB - Asea Brown Boveri,TMY-44 ? Porto Franco,58606,230.000,THREE_PHASE,1988-01-01,NULL,NULL
N-S-MAPF,N-S-MAPF-TF603,Bay Transformador Força 230kV Nº 03,N-S-MAPF-TF603-TF230,Módulo TF230,N-S-MAPF-TF603-TF230-PFTF603,Transformador Nº03 230kV Trifásico,Transformador Nº03 230kV Trifásico / Bay Transformador Força 230kV Nº 03 / SE Porto Franco,POWER_TRANSFORMER,TOSHIBA,NULL,NULL,230.000,THREE_PHASE,NULL,NULL,NULL
N-S-MAPF,N-S-MAPF-TF603,Bay Transformador Força 230kV Nº 03,N-S-MAPF-TF603-MC69,Módulo MC69,N-S-MAPF-TF603-MC69-PFDJ407,Disjuntor 69kV,Disjuntor 69kV / Bay Transformador Força 230kV Nº 03 / SE Porto Franco,CIRCUIT_BREAKER,,,,69.000,THREE_PHASE,2014-02-14,NULL,NULL
N-S-MAPF,N-S-MAPF-TF603,Bay Transformador Força 230kV Nº 03,N-S-MAPF-TF603-MC230,Módulo MC230,N-S-MAPF-TF603-MC230-PFDJ607,Disjuntor 230kV,Disjuntor 230kV / Bay Transformador Força 230kV Nº 03 / SE Porto Franco,CIRCUIT_BREAKER,ABB,LTB245E11,2GDBE1551028.001/01,230.000,THREE_PHASE,2014-02-14,NULL,NULL
N-S-MAPF,N-S-MAPF-TF602,Bay Transformador Força 230kV Nº 02,N-S-MAPF-TF602-TF230,Módulo TF230,N-S-MAPF-TF602-TF230-PFTF602,Transformador Nº02 230kV Trifásico,Transformador Nº02 230kV Trifásico / Bay Transformador Força 230kV Nº 02 / SE Porto Franco,POWER_TRANSFORMER,ABB - Asea Brown Boveri,TMY-44 ? Porto Franco,58605,230.000,THREE_PHASE,1988-01-01,NULL,NULL
N-S-MAPF,N-S-MAPF-TF602,Bay Transformador Força 230kV Nº 02,N-S-MAPF-TF602-MC69,Módulo MC69,N-S-MAPF-TF602-MC69-PFDJ405,Disjuntor 69kV,Disjuntor 69kV / Bay Transformador Força 230kV Nº 02 / SE Porto Franco,CIRCUIT_BREAKER,,,,69.000,THREE_PHASE,2014-02-14,NULL,NULL
N-S-MAPF,N-S-MAPF-TF602,Bay Transformador Força 230kV Nº 02,N-S-MAPF-TF602-MC230,Módulo MC230,N-S-MAPF-TF602-MC230-PFDJ603,Disjuntor 230kV,Disjuntor 230kV / Bay Transformador Força 230kV Nº 02 / SE Porto Franco,CIRCUIT_BREAKER,LORENZETTI,FA2-245-40,1007.T2.026,230.000,THREE_PHASE,2009-10-10,NULL,NULL
N-S-MAPF,N-S-MAPF-AT603,Bay Autotransformador 230kV Nº 03,N-S-MAPF-AT603-AT230,Módulo AT230,N-S-MAPF-AT603-AT230-PFAT603,Autotransformador Nº03 230kV Trifásico,Autotransformador Nº03 230kV Trifásico / Bay Autotransformador 230kV Nº 03 / SE Porto Franco,POWER_TRANSFORMER,TOSHIBA DO BRASIL S.A,NULL,NULL,230.000,THREE_PHASE,NULL,NULL,NULL
N-S-MAPF,N-S-MAPF-AT603,Bay Autotransformador 230kV Nº 03,N-S-MAPF-AT603-MC138,Módulo MC138,N-S-MAPF-AT603-MC138-PFDJ506,Disjuntor 138kV,Disjuntor 138kV / Bay Autotransformador 230kV Nº 03 / SE Porto Franco,CIRCUIT_BREAKER,TOSHIBA DO BRASIL S.A.,GSPF-145PF,14950077,138.000,THREE_PHASE,2015-07-16,NULL,NULL
N-S-MAPF,N-S-MAPF-AT603,Bay Autotransformador 230kV Nº 03,N-S-MAPF-AT603-MC230,Módulo MC230,N-S-MAPF-AT603-MC230-PFDJ606,Disjuntor 230kV,Disjuntor 230kV / Bay Autotransformador 230kV Nº 03 / SE Porto Franco,CIRCUIT_BREAKER,TOSHIBA CORPORATION,GSPF-245HP,13950070,230.000,THREE_PHASE,2015-07-16,NULL,NULL
N-S-MAPF,N-S-MAPF-AT601,Bay Autotransformador 230kV Nº 01,N-S-MAPF-AT601-AT230,Módulo AT230,N-S-MAPF-AT601-AT230-PFDJ201,Disjuntor 230kV,Disjuntor 230kV / Bay Autotransformador 230kV Nº 01 / SE Porto Franco,CIRCUIT_BREAKER,,,,230.000,THREE_PHASE,2014-02-14,NULL,NULL
N-S-MAPF,N-S-MAPF-AT601,Bay Autotransformador 230kV Nº 01,N-S-MAPF-AT601-AT230,Módulo AT230,N-S-MAPF-AT601-AT230-PFAT601,Autotransformador Nº01 230kV,Autotransformador Nº01 230kV / Bay Autotransformador 230kV Nº 01 / SE Porto Franco,POWER_TRANSFORMER,CEMEC - Construções Eletromecânicas S.A.,TT - 44,59627,230.000,NULL,1997-01-01,NULL,NULL
N-S-MAPF,N-S-MAPF-AT601,Bay Autotransformador 230kV Nº 01,N-S-MAPF-AT601-MC230,Módulo MC230,N-S-MAPF-AT601-MC230-PFDJ604,Disjuntor 230kV,Disjuntor 230kV / Bay Autotransformador 230kV Nº 01 / SE Porto Franco,CIRCUIT_BREAKER,LORENZETTI,FA2-245-40,1009.T2.026,230.000,THREE_PHASE,2000-08-19,NULL,NULL
N-S-MAPF,N-S-MAPF-AT601,Bay Autotransformador 230kV Nº 01,N-S-MAPF-AT601-MC138,Módulo MC138,N-S-MAPF-AT601-MC138-PFDJ501,Disjuntor 138kV,Disjuntor 138kV / Bay Autotransformador 230kV Nº 01 / SE Porto Franco,CIRCUIT_BREAKER,,,,138.000,THREE_PHASE,2014-02-14,NULL,NULL
N-S-MAPF,N-S-MAPF-AT602,Bay Autotransformador 230kV Nº 02,N-S-MAPF-AT602-AT230,Módulo AT230,N-S-MAPF-AT602-AT230-PFAT602,Autotransformador Nº02 230kV Trifásico,Autotransformador Nº02 230kV Trifásico / Bay Autotransformador 230kV Nº 02 / SE Porto Franco,POWER_TRANSFORMER,WEG Equipamentos Elétricos,WEG-257333,257333,230.000,THREE_PHASE,2008-12-14,NULL,NULL
N-S-MAPF,N-S-MAPF-AT602,Bay Autotransformador 230kV Nº 02,N-S-MAPF-AT602-AT230,Módulo AT230,N-S-MAPF-AT602-AT230-PFDJ202,Disjuntor 230kV,Disjuntor 230kV / Bay Autotransformador 230kV Nº 02 / SE Porto Franco,CIRCUIT_BREAKER,,,,230.000,THREE_PHASE,2014-02-14,NULL,NULL
N-S-MAPF,N-S-MAPF-AT602,Bay Autotransformador 230kV Nº 02,N-S-MAPF-AT602-MC230,Módulo MC230,N-S-MAPF-AT602-MC230-PFDJ605,Disjuntor 230kV,Disjuntor 230kV / Bay Autotransformador 230kV Nº 02 / SE Porto Franco,CIRCUIT_BREAKER,ABB,LTB 245 E11,2GDB847093/05/01,230.000,THREE_PHASE,2008-12-14,NULL,NULL
N-S-MAPF,N-S-MAPF-AT602,Bay Autotransformador 230kV Nº 02,N-S-MAPF-AT602-MC138,Módulo MC138,N-S-MAPF-AT602-MC138-PFDJ504,Disjuntor 138kV,Disjuntor 138kV / Bay Autotransformador 230kV Nº 02 / SE Porto Franco,CIRCUIT_BREAKER,,,,138.000,THREE_PHASE,2014-02-14,NULL,NULL
N-S-MAPR,N-S-MAPR-TF602,Bay Transformador de Potência 230kV Nº02,N-S-MAPR-TF602-TF230,Módulo TF230,N-S-MAPR-TF602-TF230-PRDJ202,Disjuntor 230kV,Disjuntor 230kV / Bay Transformador de Potência 230kV Nº02 / SE Peritoro,CIRCUIT_BREAKER,,,,230.000,THREE_PHASE,2014-02-14,NULL,NULL
N-S-MAPR,N-S-MAPR-TF602,Bay Transformador de Potência 230kV Nº02,N-S-MAPR-TF602-TF230,Módulo TF230,N-S-MAPR-TF602-TF230-PRRE201,Banco de Reatores Nº02 230kV,Banco de Reatores Nº02 230kV / Bay Transformador de Potência 230kV Nº02 / SE Peritoro,SHUNT_REACTOR,NULL,NULL,,230.000,THREE_PHASE,2014-02-14,NULL,NULL
N-S-MAPR,N-S-MAPR-TF602,Bay Transformador de Potência 230kV Nº02,N-S-MAPR-TF602-MC69,Módulo MC69,N-S-MAPR-TF602-MC69-PRDJ403,Disjuntor 69kV,Disjuntor 69kV / Bay Transformador de Potência 230kV Nº02 / SE Peritoro,CIRCUIT_BREAKER,ABB,EDF SK 1-1,700 05 627,69.000,THREE_PHASE,2009-09-28,NULL,NULL
N-S-MAPR,N-S-MAPR-TF602,Bay Transformador de Potência 230kV Nº02,N-S-MAPR-TF602-MC230,Módulo MC230,N-S-MAPR-TF602-MC230-PRDJ604,Disjuntor 230kV,Disjuntor 230kV / Bay Transformador de Potência 230kV Nº02 / SE Peritoro,CIRCUIT_BREAKER,MAGRINI GALILEO,245/MHMe-2V,48629,230.000,THREE_PHASE,1998-05-12,NULL,NULL
N-S-MAPR,N-S-MAPR-TF602,Bay Transformador de Potência 230kV Nº02,N-S-MAPR-TF602-TF230,Módulo TF230,N-S-MAPR-TF602-TF230-PRTF602,Transformador Nº02 230kV Trifásico,Transformador Nº02 230kV Trifásico / Bay Transformador de Potência 230kV Nº02 / SE Peritoro,POWER_TRANSFORMER,ASEA,TCA 44,58607,230.000,THREE_PHASE,1998-05-12,NULL,NULL
N-S-MAPR,N-S-MAPR-TF603,Bay Transformador de Potência 230kV Nº03,N-S-MAPR-TF603-MC69,Módulo MC69,N-S-MAPR-TF603-MC69-PRDJ405,Disjuntor 69kV,Disjuntor 69kV / Bay Transformador de Potência 230kV Nº03 / SE Peritoro,CIRCUIT_BREAKER,ABB,EDFSK1-1,2GDB540509/01/01,69.000,THREE_PHASE,2014-02-14,NULL,NULL
N-S-MAPR,N-S-MAPR-TF603,Bay Transformador de Potência 230kV Nº03,N-S-MAPR-TF603-MC230,Módulo MC230,N-S-MAPR-TF603-MC230-PRDJ606,Disjuntor 230kV,Disjuntor 230kV / Bay Transformador de Potência 230kV Nº03 / SE Peritoro,CIRCUIT_BREAKER,ABB,LTB245E11,2GDB530104/01/01,230.000,THREE_PHASE,2014-02-14,NULL,NULL
N-S-MAPR,N-S-MAPR-TF603,Bay Transformador de Potência 230kV Nº03,N-S-MAPR-TF603-TF230,Módulo TF230,N-S-MAPR-TF603-TF230-PRTF603,Transformador Nº03 230kV Trifásico,Transformador Nº03 230kV Trifásico / Bay Transformador de Potência 230kV Nº03 / SE Peritoro,POWER_TRANSFORMER,WEG Equipamentos Elétricos,WEG-1012684537,1012684537,230.000,THREE_PHASE,2012-09-02,NULL,NULL
N-S-MAMR,N-S-MAMR-AT702,Bay 500kV - Autotransformador Nº 02,N-S-MAMR-AT702-AT500,Módulo AT500,N-S-MAMR-AT702-AT500-MRAT702,Autotransformador Nº02 500kV,Autotransformador Nº02 500kV / Bay 500kV - Autotransformador Nº 02 / SE Miranda II,POWER_TRANSFORMER,NULL,NULL,0,500.000,NULL,2014-02-14,NULL,NULL
N-S-MAMR,N-S-MAMR-AT702,Bay 500kV - Autotransformador Nº 02,N-S-MAMR-AT702-MC230,Módulo MC230,N-S-MAMR-AT702-MC230-MRDJ621,Disjuntor 230kV,Disjuntor 230kV / Bay 500kV - Autotransformador Nº 02 / SE Miranda II,CIRCUIT_BREAKER,SIEMENS,3AP1 FI,10532,230.000,THREE_PHASE,2019-03-11,NULL,NULL
N-S-MAMR,N-S-MAMR-AT702,Bay 500kV - Autotransformador Nº 02,N-S-MAMR-AT702-MC500,Módulo MC500,N-S-MAMR-AT702-MC500-MRDJ706,Disjuntor 500kV,Disjuntor 500kV / Bay 500kV - Autotransformador Nº 02 / SE Miranda II,CIRCUIT_BREAKER,SIEMENS,3AP2 FI,10533,500.000,THREE_PHASE,2014-02-14,NULL,NULL
N-S-MAMR,N-S-MAMR-AT701,Bay 500kV - Autotransformador Nº 01,N-S-MAMR-AT701-MC500,Módulo MC500,N-S-MAMR-AT701-MC500-MRDJ223,Disjuntor 500kV,Disjuntor 500kV / Bay 500kV - Autotransformador Nº 01 / SE Miranda II,CIRCUIT_BREAKER,,,,500.000,THREE_PHASE,2014-02-14,NULL,NULL
N-S-MAMR,N-S-MAMR-AT701,Bay 500kV - Autotransformador Nº 01,N-S-MAMR-AT701-MC500,Módulo MC500,N-S-MAMR-AT701-MC500-MRDJ703,Disjuntor 500kV,Disjuntor 500kV / Bay 500kV - Autotransformador Nº 01 / SE Miranda II,CIRCUIT_BREAKER,AREVA,GL317,08.11026/3/1,500.000,THREE_PHASE,2014-02-14,NULL,NULL
N-S-MAMR,N-S-MAMR-AT701,Bay 500kV - Autotransformador Nº 01,N-S-MAMR-AT701-MC230,Módulo MC230,N-S-MAMR-AT701-MC230-MRDJ614,Disjuntor 230kV,Disjuntor 230kV / Bay 500kV - Autotransformador Nº 01 / SE Miranda II,CIRCUIT_BREAKER,AREVA,GL314X,08.11026/4/1,230.000,THREE_PHASE,2010-11-28,NULL,NULL
N-S-MAMR,N-S-MAMR-AT701,Bay 500kV - Autotransformador Nº 01,N-S-MAMR-AT701-AT500,Módulo AT500,N-S-MAMR-AT701-AT500-MRAT701,Autotransformador Nº01 500kV,Autotransformador Nº01 500kV / Bay 500kV - Autotransformador Nº 01 / SE Miranda II,POWER_TRANSFORMER,NULL,NULL,0,500.000,NULL,2014-02-14,NULL,NULL
N-S-MAMR,N-S-MAMR-AT601,Bay 230kV - Autotransformador Nº 01,N-S-MAMR-AT601-MC138,Módulo MC138,N-S-MAMR-AT601-MC138-MRDJ502,Disjuntor 138kV,Disjuntor 138kV / Bay 230kV - Autotransformador Nº 01 / SE Miranda II,CIRCUIT_BREAKER,VATECH,SB6-145,T01229-SB2-D1,138.000,THREE_PHASE,2014-02-14,NULL,NULL
N-S-MAMR,N-S-MAMR-AT601,Bay 230kV - Autotransformador Nº 01,N-S-MAMR-AT601-AT230,Módulo AT230,N-S-MAMR-AT601-AT230-MRAT601,Autotransformador Nº01 230kV,Autotransformador Nº01 230kV / Bay 230kV - Autotransformador Nº 01 / SE Miranda II,POWER_TRANSFORMER,ABB - Asea Brown Boveri,ASEA ABB 1,59626,230.000,NULL,1997-01-01,NULL,NULL
N-S-MAMR,N-S-MAMR-AT601,Bay 230kV - Autotransformador Nº 01,N-S-MAMR-AT601-MC230,Módulo MC230,N-S-MAMR-AT601-MC230-MRDJ602,Disjuntor 230kV,Disjuntor 230kV / Bay 230kV - Autotransformador Nº 01 / SE Miranda II,CIRCUIT_BREAKER,LORENZETTI,FA2-245-40,1009T2003,230.000,THREE_PHASE,2014-02-14,NULL,NULL
N-S-MAMR,N-S-MAMR-AT603,Bay 230kV - Autotransformador Nº 03,N-S-MAMR-AT603-MC138,Módulo MC138,N-S-MAMR-AT603-MC138-MRDJ505,Disjuntor 138kV,Disjuntor 138kV / Bay 230kV - Autotransformador Nº 03 / SE Miranda II,CIRCUIT_BREAKER,SIEMENS,3AP1 FI,4643,138.000,THREE_PHASE,2014-02-14,NULL,NULL
N-S-MAMR,N-S-MAMR-AT603,Bay 230kV - Autotransformador Nº 03,N-S-MAMR-AT603-MC230,Módulo MC230,N-S-MAMR-AT603-MC230-MRDJ605,Disjuntor 230kV,Disjuntor 230kV / Bay 230kV - Autotransformador Nº 03 / SE Miranda II,CIRCUIT_BREAKER,SIEMENS,3AP1 FI,4644,230.000,THREE_PHASE,2014-02-14,NULL,NULL
N-S-MAMR,N-S-MAMR-AT603,Bay 230kV - Autotransformador Nº 03,N-S-MAMR-AT603-AT230,Módulo AT230,N-S-MAMR-AT603-AT230-MRAT603,Autotransformador Nº03 230kV Trifásico,Autotransformador Nº03 230kV Trifásico / Bay 230kV - Autotransformador Nº 03 / SE Miranda II,POWER_TRANSFORMER,SIEMENS,MLPN7854,800000665185,230.000,THREE_PHASE,2012-03-10,NULL,NULL
N-S-MAMR,N-S-MAMR-AT602,Bay 230kV - Autotransformador Nº 02,N-S-MAMR-AT602-MC138,Módulo MC138,N-S-MAMR-AT602-MC138-MRDJ504,Disjuntor 138kV,Disjuntor 138kV / Bay 230kV - Autotransformador Nº 02 / SE Miranda II,CIRCUIT_BREAKER,ABB,LTB145D13,2GDB 846257/03/01,138.000,THREE_PHASE,2014-02-14,NULL,NULL
N-S-MAMR,N-S-MAMR-AT602,Bay 230kV - Autotransformador Nº 02,N-S-MAMR-AT602-AT230,Módulo AT230,N-S-MAMR-AT602-AT230-MRAT602,Autotransformador Nº02 230kV Trifásico,Autotransformador Nº02 230kV Trifásico / Bay 230kV - Autotransformador Nº 02 / SE Miranda II,POWER_TRANSFORMER,WEG Equipamentos Elétricos,843274900,257335,230.000,THREE_PHASE,2008-03-02,NULL,NULL
N-S-MAMR,N-S-MAMR-AT602,Bay 230kV - Autotransformador Nº 02,N-S-MAMR-AT602-MC230,Módulo MC230,N-S-MAMR-AT602-MC230-MRDJ603,Disjuntor 230kV,Disjuntor 230kV / Bay 230kV - Autotransformador Nº 02 / SE Miranda II,CIRCUIT_BREAKER,SIEMENS,3AP1 FI,2100,230.000,THREE_PHASE,2014-02-14,NULL,NULL
N-S-MAMR,N-S-MAMR-TF601,Bay Transf. de Potência 230kV Nº 01,N-S-MAMR-TF601-TF230,Módulo TF230,N-S-MAMR-TF601-TF230-MRTF601,Transformador Nº01 230kV Trifásico,Transformador Nº01 230kV Trifásico / Bay Transf. de Potência 230kV Nº 01 / SE Miranda II,POWER_TRANSFORMER,WEG,843274950,46421,230.000,THREE_PHASE,2008-03-09,NULL,NULL
N-S-MAMR,N-S-MAMR-TF601,Bay Transf. de Potência 230kV Nº 01,N-S-MAMR-TF601-MC69,Módulo MC69,N-S-MAMR-TF601-MC69-MRDJ401,Disjuntor 69kV,Disjuntor 69kV / Bay Transf. de Potência 230kV Nº 01 / SE Miranda II,CIRCUIT_BREAKER,VATECH,SB6-72,TO1229 - SB1,69.000,THREE_PHASE,2014-02-14,NULL,NULL
N-S-MAMR,N-S-MAMR-TF601,Bay Transf. de Potência 230kV Nº 01,N-S-MAMR-TF601-TF230,Módulo TF230,N-S-MAMR-TF601-TF230-MRDJ222,Disjuntor 230kV,Disjuntor 230kV / Bay Transf. de Potência 230kV Nº 01 / SE Miranda II,CIRCUIT_BREAKER,,,,230.000,THREE_PHASE,2014-02-14,NULL,NULL
N-S-MAMR,N-S-MAMR-TF601,Bay Transf. de Potência 230kV Nº 01,N-S-MAMR-TF601-MC230,Módulo MC230,N-S-MAMR-TF601-MC230-MRDJ609,Disjuntor 230kV,Disjuntor 230kV / Bay Transf. de Potência 230kV Nº 01 / SE Miranda II,CIRCUIT_BREAKER,VATECH,SB6-245,T01229-SB3-06,230.000,THREE_PHASE,2014-02-14,NULL,NULL
N-S-MAMR,N-S-MAMR-TF602,Bay Transf. de Potência 230kV Nº 02,N-S-MAMR-TF602-TF230,Módulo TF230,N-S-MAMR-TF602-TF230-MRDJ221,Disjuntor 230kV,Disjuntor 230kV / Bay Transf. de Potência 230kV Nº 02 / SE Miranda II,CIRCUIT_BREAKER,,,,230.000,THREE_PHASE,2014-02-14,NULL,NULL
N-S-MAMR,N-S-MAMR-TF602,Bay Transf. de Potência 230kV Nº 02,N-S-MAMR-TF602-MC230,Módulo MC230,N-S-MAMR-TF602-MC230-MRDJ611,Disjuntor 230kV,Disjuntor 230kV / Bay Transf. de Potência 230kV Nº 02 / SE Miranda II,CIRCUIT_BREAKER,VATECH,SB6-245,T01229-SB3-03,230.000,THREE_PHASE,2014-02-14,NULL,NULL
N-S-MAMR,N-S-MAMR-TF602,Bay Transf. de Potência 230kV Nº 02,N-S-MAMR-TF602-TF230,Módulo TF230,N-S-MAMR-TF602-TF230-MRTF602,Transformador Nº02 230kV Trifásico,Transformador Nº02 230kV Trifásico / Bay Transf. de Potência 230kV Nº 02 / SE Miranda II,POWER_TRANSFORMER,WEG,WEG-COEMSA-REFORMADO-MIRANDA,46590,230.000,THREE_PHASE,2022-02-14,NULL,NULL
